x,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
0.0,210.92156862745097,277.7450980392157,295.7843137254902,313.7647058823529,362.3531284121492,372.7845009611688,388.927431372549,404.0392156862745,420.7647058823529,445.3921568627451
1.0,210.94117647058823,277.8235294117647,295.84313725490193,313.80392156862746,362.3335082660515,372.8237043444829,388.9105098039216,404.0392156862745,420.8921568627451,445.4313725490196
2.0,210.94117647058823,277.8627450980392,295.9019607843137,313.84313725490193,362.31389388696647,372.8629134948096,388.87358823529416,404.0392156862745,421.0098039215686,445.4705882352941
3.0,210.92156862745097,277.9019607843137,295.96078431372547,313.88235294117646,362.2942698961938,372.9021130334487,388.81629411764703,404.0392156862745,421.1339803921568,445.5098039215686
4.0,210.90196078431373,277.9803921568628,296.01960784313724,313.9019607843137,362.2746562860439,372.9413229527105,388.7974509803921,404.0196078431373,421.2647058823529,445.5490196078432
5.0,210.8823529411765,278.078431372549,296.078431372549,313.9019607843137,362.2550349865437,372.9805251826221,388.7970588235294,404.0,421.4019607843137,445.5882352941176
6.0,210.86274509803923,278.1764705882353,296.1372549019608,313.9019607843137,362.25502268358326,373.0197285659362,388.7955098039216,403.9803921568628,421.5457450980392,445.62745098039215
7.0,210.843137254902,278.27450980392155,296.19607843137254,313.9019607843137,362.2550203767781,373.0589419454056,388.7928235294118,403.9607843137255,421.6960784313725,445.6862745098039
8.0,210.843137254902,278.3921568627451,296.2549019607843,313.9019607843137,362.2746259131104,373.1177631680123,388.7889803921568,403.9411764705882,421.8529411764706,445.7450980392157
9.0,210.843137254902,278.52941176470586,296.3137254901961,313.9019607843137,362.2942206843522,373.1765736255287,388.7839803921569,403.921568627451,421.9705882352941,445.80392156862746
10.0,210.86274509803923,278.6666666666667,296.37254901960785,313.9019607843137,362.33342176086114,373.2353825451749,388.7778235294117,403.9019607843137,422.0686274509804,445.8627450980392
11.0,210.8823529411765,278.80392156862746,296.4313725490196,313.88235294117646,362.3726224529027,373.2941910803537,388.7705098039216,403.88235294117646,422.1862745098039,445.921568627451
12.0,210.90196078431373,278.94117647058823,296.5098039215686,313.88235294117646,362.41183160322953,373.35300807381776,388.7816470588236,403.8627450980392,422.27778431372553,445.9803921568628
13.0,210.92156862745097,279.05882352941177,296.5882352941176,313.9019607843137,362.45103883121874,373.41182314494426,388.7916470588236,403.84313725490193,422.34313725490193,446.0196078431373
14.0,210.94117647058823,279.1764705882353,296.6666666666667,313.88235294117646,362.5098535178778,373.47063783160326,388.8004901960784,403.8235294117647,422.38235294117646,446.05882352941177
15.0,210.9607843137255,279.29411764705884,296.7450980392157,313.88235294117646,362.56866512879657,373.5294494425221,388.8089411764706,403.80392156862746,422.4019607843137,446.078431372549
16.0,210.9803921568628,279.4117647058824,296.8235294117647,313.9019607843137,362.6274705882353,373.5882549019608,388.85623529411765,403.80392156862746,422.4411764705882,446.0980392156863
17.0,211.0,279.4313725490196,296.9019607843137,313.9019607843137,362.68629411764704,373.64707843137256,388.903137254902,403.80392156862746,422.5392156862745,446.11764705882354
18.0,211.0196078431373,279.45098039215685,296.9803921568628,313.9019607843137,362.7451011149558,373.70588542868126,388.98886274509806,403.8235294117647,422.65686274509807,446.1372549019608
19.0,211.0392156862745,279.45098039215685,297.05882352941177,313.9019607843137,362.8039188773549,373.76470319108034,389.0742156862745,403.84313725490193,422.79019607843134,446.1764705882353
20.0,211.05882352941177,279.52941176470586,297.1372549019608,313.921568627451,362.8627427912341,373.8235271049596,389.1399607843137,403.8627450980392,422.93921568627457,446.2352941176471
21.0,211.07843137254903,279.6274509803921,297.2352941176471,313.96078431372547,362.9215655517109,373.8823498654364,389.2053137254902,403.88235294117646,423.1039215686274,446.2941176470589
22.0,211.09803921568627,279.72549019607845,297.3333333333333,314.0,362.9803867743176,373.9411710880431,389.2506862745098,403.9019607843137,423.2843137254902,446.3725490196079
23.0,211.1176470588236,279.84313725490193,297.4313725490196,314.03921568627453,363.0196032295271,373.9999953863898,389.27566666666667,403.9019607843137,423.4803921568628,446.4705882352941
24.0,211.1372549019608,279.96078431372547,297.54901960784315,314.078431372549,363.05880430603617,374.05880430603617,389.2802745098039,403.9019607843137,423.6372549019608,446.5686274509804
25.0,211.15686274509804,280.078431372549,297.6666666666667,314.11764705882354,363.0980184544407,374.1176262975779,389.303725490196,403.9019607843137,423.7941176470589,446.6666666666667
26.0,211.1764705882353,280.2156862745098,297.7843137254902,314.15686274509807,363.1568350634371,374.1764429065744,389.30680392156864,403.9019607843137,423.8627450980392,446.7450980392157
27.0,211.1764705882353,280.3529411764706,297.9019607843137,314.19607843137254,363.2156693579393,374.2548850442137,389.3290980392157,403.921568627451,423.84313725490193,446.8235294117647
28.0,211.1764705882353,280.47058823529414,297.9803921568628,314.2352941176471,363.294106497501,374.3333221837755,389.3706078431373,403.9607843137255,423.8529411764706,446.9019607843137
29.0,211.1764705882353,280.5686274509804,298.05882352941177,314.27450980392155,363.3725382545176,374.3921460976548,389.392137254902,404.0,423.8529411764706,446.9803921568628
30.0,211.1960784313725,280.6274509803921,298.0980392156863,314.3137254901961,363.45095117262593,374.45095117262593,389.4317450980392,404.05882352941177,423.9019607843137,447.05882352941177
31.0,211.2156862745098,280.6862745098039,298.11764705882354,314.3529411764706,363.5293744713572,374.50976662822,389.4698039215686,404.11764705882354,423.9803921568628,447.1372549019608
32.0,211.23529411764707,280.7058823529412,298.11764705882354,314.3921568627451,363.5882141484045,374.5686063052672,389.5063137254902,404.1764705882353,424.0392156862745,447.2352941176471
33.0,211.2745098039216,280.72549019607845,298.0980392156863,314.4313725490196,363.647044213764,374.6274363706267,389.54131372549017,404.2352941176471,424.15686274509807,447.3333333333333
34.0,211.31372549019608,280.72549019607845,298.078431372549,314.45098039215685,363.6862672049212,374.6666593617839,389.57476470588233,404.2941176470589,424.27843137254905,447.4509803921569
35.0,211.3333333333333,280.72549019607845,298.05882352941177,314.45098039215685,363.7254894271434,374.6862737408689,389.6066862745098,404.3529411764706,424.4039215686274,447.5686274509804
36.0,211.35294117647052,280.72549019607845,298.03921568627453,314.45098039215685,363.7647093425605,374.7058858131488,389.6566666666667,404.4117647058824,424.51372549019607,447.6862745098039
37.0,211.35294117647052,280.7450980392157,298.01960784313724,314.47058823529414,363.7647101114955,374.725494425221,389.7050980392157,404.4705882352941,424.62745098039215,447.80392156862746
38.0,211.35294117647052,280.6666666666667,298.01960784313724,314.5098039215686,363.7647212610534,374.7451134179162,389.752,404.52941176470586,424.7058823529412,447.921568627451
39.0,211.35294117647052,280.5882352941176,298.03921568627453,314.52941176470586,363.78432871972313,374.78432871972313,389.8169803921569,404.5882352941176,424.7450980392157,448.0392156862745
40.0,211.3333333333333,280.5098039215686,298.05882352941177,314.6078431372549,363.7843275663207,374.8235432525952,389.8608235294118,404.6078431372549,424.7450980392157,448.15686274509807
41.0,211.31372549019608,280.37254901960785,298.078431372549,314.6666666666667,363.8039338715879,374.86275740099967,389.8835098039216,404.62745098039215,424.72549019607845,448.2549019607843
42.0,211.2941176470588,280.2352941176471,298.0980392156863,314.7058823529412,363.8235305651673,374.92156978085353,389.905431372549,404.6470588235294,424.6470588235294,448.3137254901961
43.0,211.2745098039216,280.0980392156863,298.0980392156863,314.84313725490193,363.862753171857,374.9804002306805,389.92658823529416,404.6666666666667,424.5490196078432,448.3529411764706
44.0,211.2549019607843,279.9803921568628,298.0980392156863,314.9803921568628,363.9019811610919,375.0392360630527,389.928137254902,404.6862745098039,424.4117647058824,448.3921568627451
45.0,211.23529411764707,279.921568627451,298.078431372549,315.11764705882354,363.9412022299116,375.1176728181469,389.8904509803921,404.6862745098039,424.30392156862746,448.4117647058824
46.0,211.2156862745098,279.921568627451,298.05882352941177,315.2352941176471,364.0000284505959,375.1961068819684,389.8723921568627,404.7058823529412,424.1862745098039,448.4313725490196
47.0,211.1764705882353,279.94117647058823,298.03921568627453,315.3333333333333,364.0588404459824,375.2549188773549,389.8543137254902,404.72549019607845,424.2598039215686,448.4509803921569
48.0,211.1372549019608,279.9803921568628,298.01960784313724,315.37254901960785,364.1372814302192,375.31375201845447,389.8554705882353,404.7647058823529,424.25,448.4901960784314
49.0,211.09803921568627,279.9803921568628,298.0,315.4313725490196,364.21571664744334,375.37257939254135,389.8946862745098,404.80392156862746,424.1764705882353,448.5098039215686
50.0,211.05882352941177,279.9803921568628,298.01960784313724,315.5098039215686,364.2941457131873,375.4314006151481,389.95235294117646,404.84313725490193,423.9803921568628,448.52941176470586
51.0,211.0196078431373,279.9803921568628,298.03921568627453,315.52941176470586,364.372586697424,375.4902337562476,390.0480784313726,404.88235294117646,423.8235294117647,448.5490196078432
52.0,210.9803921568628,280.0,298.05882352941177,315.52941176470586,364.47062283737023,375.56866205305647,390.1230588235294,404.9019607843137,423.65686274509807,448.5686274509804
53.0,210.9607843137255,280.0,298.0980392156863,315.52941176470586,364.5686543637063,375.6470857362553,390.2168823529411,404.921568627451,423.5457450980392,448.5882352941176
54.0,210.9803921568628,280.0,298.11764705882354,315.52941176470586,364.6863044982699,375.7255201845445,390.3303137254902,404.9411764705882,423.4738627450981,448.6078431372549
