x,L1,L2,L3,L4,L6,L5,L7,L8,L9,L10
0,191.3921568627451,256.94117647058823,278.94117647058823,296.4313725490196,347.7240692041523,357.9215790080738,367.14601960784313,379.9411764705882,397.55882352941177,424.6666666666667
1,191.41176470588235,257.03921568627453,278.88235294117646,296.37254901960785,347.763291810842,357.9608016147635,367.1963725490196,380.0,397.6372549019608,424.7450980392157
2,191.41176470588235,257.1372549019608,278.84313725490193,296.3137254901961,347.7828969627066,357.98040676662816,367.2648039215687,380.05882352941177,397.7352941176471,424.84313725490193
3,191.3921568627451,257.2549019607843,278.80392156862746,296.2549019607843,347.80250788158395,358.00001768550555,367.33207843137257,380.11764705882354,397.8333333333333,424.9411764705882
4,191.35294117647052,257.37254901960785,278.7647058823529,296.19607843137254,347.8221168781238,358.01962668204544,367.3989803921568,380.1764705882353,397.9509803921569,425.0392156862745
5,191.31372549019608,257.4901960784314,278.72549019607845,296.0980392156863,347.8417197231834,358.03922952710496,367.4850980392157,380.2549019607843,398.02941176470586,425.11764705882354
6,191.2745098039216,257.5686274509804,278.6862745098039,296.0,347.8613210303729,358.0784386774318,367.59005882352943,380.3333333333333,398.1078431372549,425.1960784313725
7,191.23529411764707,257.52941176470586,278.6470588235294,295.88235294117646,347.9005363321799,358.11765397923875,367.6946274509804,380.4117647058824,398.1666666666667,425.2745098039216
8,191.1960784313725,257.51960784313724,278.5882352941176,295.7647058823529,347.9593537101115,358.1764713571703,367.8380392156863,380.5098039215686,398.2058823529412,425.3529411764706
9,191.15686274509804,257.53921568627453,278.52941176470586,295.6470588235294,348.0377923875432,358.2353021914648,367.9806666666667,380.6078431372549,398.2581764705882,425.4313725490196
10,191.1176470588236,257.5882352941176,278.4901960784314,295.54901960784315,348.1162202998846,358.2941222606689,368.1225294117647,380.7058823529412,398.3235294117647,425.5098039215686
11,191.09803921568627,257.6666666666667,278.45098039215685,295.45098039215685,348.19465244136865,358.3529465590157,368.2436274509804,380.80392156862746,398.4019607843137,425.5882352941176
12,191.07843137254903,257.7647058823529,278.4117647058824,295.3921568627451,348.2534759707804,358.3921622452903,368.3631960784314,380.9019607843137,398.4803921568628,425.6666666666667
13,191.05882352941177,257.9019607843137,278.37254901960785,295.3529411764706,348.29268973471744,358.4313760092272,368.442,380.9803921568628,398.55882352941177,425.7450980392157
14,191.0392156862745,258.03921568627453,278.3333333333333,295.2352941176471,348.331908496732,358.47059477124185,368.519274509804,381.05882352941177,398.6372549019608,425.8235294117647
15,191.0196078431373,258.15686274509807,278.29411764705884,295.11764705882354,348.37112379853903,358.5098100730488,368.5953921568627,381.1372549019608,398.7156862745098,425.921568627451
16,191.0196078431373,258.27450980392155,278.2352941176471,295.014,348.4299465590157,358.54902499038826,368.6903529411765,381.2352941176471,398.7549019607843,426.0196078431373
17,191.0196078431373,258.37254901960785,278.1764705882353,294.9243725490196,348.4887673971549,358.6078458285275,368.8045294117647,381.3333333333333,398.8137254901961,426.11764705882354
18,191.0196078431373,258.47058823529414,278.1372549019608,294.8487450980392,348.547585159554,358.6666635909266,368.9187058823529,381.4313725490196,398.9117647058824,426.2156862745098
19,191.0196078431373,258.5686274509804,278.0980392156863,294.78711764705884,348.60641791618605,358.72549634755865,369.0524901960785,381.5490196078432,399.02941176470586,426.3333333333333
20,191.0196078431373,258.6666666666667,278.05882352941177,294.7394901960784,348.6652449058054,358.7843233371781,369.1666666666667,381.6666666666667,399.1470588235294,426.4509803921569
21,191.0196078431373,258.7843137254902,278.01960784313724,294.7058823529412,348.7240688196848,358.82353940792,369.3000784313725,381.80392156862746,399.2450980392157,426.5686274509804
22,191.0392156862745,258.9019607843137,277.9803921568628,294.6862745098039,348.76328758169933,358.86275816993464,369.43233333333336,381.9411764705882,399.3235294117647,426.6862745098039
23,191.05882352941177,259.01960784313724,277.96078431372547,294.6470588235294,348.80249942329874,358.901970011534,369.5630392156863,382.078431372549,399.421568627451,426.80392156862746
24,191.07843137254903,259.1372549019608,277.94117647058823,294.5882352941176,348.8417070357555,358.9411776239908,369.6722156862745,382.1960784313725,399.5196078431373,426.921568627451
25,191.09803921568627,259.2549019607843,277.921568627451,294.52941176470586,348.8613056516724,358.9803840830449,369.759862745098,382.2941176470589,399.61764705882354,427.0392156862745
26,191.1176470588236,259.37254901960785,277.88235294117646,294.45098039215685,348.86129873125714,359.0195928489042,369.8263725490196,382.3725490196079,399.7352941176471,427.15686274509807
27,191.1372549019608,259.4313725490196,277.8627450980392,294.3529411764706,348.8763929257978,359.01958900422915,369.8928823529412,382.4509803921569,399.8333333333333,427.2745098039216
28,191.1764705882353,259.52941176470586,277.88235294117646,294.27450980392155,348.9058250672818,359.0195897731641,369.9201764705882,382.5098039215686,399.9313725490196,427.3725490196079
29,191.2156862745098,259.6274509803921,277.921568627451,294.2352941176471,348.9499557862361,359.03919108035376,369.8980784313725,382.52941176470586,400.12745098039215,427.4509803921569
30,191.2549019607843,259.7058823529412,278.0,294.19607843137254,349.00877700884274,359.0587966166859,369.8657647058823,382.5490196078432,400.2990196078432,427.52941176470586
31,191.2941176470588,259.7647058823529,278.0980392156863,294.15686274509807,349.10681853133406,359.1176224529027,369.8726862745098,382.5882352941176,400.4656862745098,427.5882352941176
32,191.3333333333333,259.80392156862746,278.19607843137254,294.11764705882354,349.22765205690115,359.17643637062673,369.86,382.6078431372549,400.6078431372549,427.6470588235294
33,191.37254901960785,259.88235294117646,278.3137254901961,294.0980392156863,349.35172587466354,359.2352748942714,369.8277058823529,382.62745098039215,400.6862745098039,427.7058823529412
34,191.41176470588235,260.01960784313724,278.4313725490196,294.078431372549,349.47824375240293,359.294106497501,369.8353921568627,382.6666666666667,400.7450980392157,427.7647058823529
35,191.45098039215685,260.1764705882353,278.54901960784315,294.05882352941177,349.6072068435217,359.37254017685507,369.8638431372549,382.7058823529412,400.8235294117647,427.80392156862746
36,191.49019607843132,260.4117647058824,278.6470588235294,294.05882352941177,349.7582587466359,359.47059207996926,369.9130588235294,382.7647058823529,400.9019607843137,427.84313725490193
37,191.52941176470588,260.6143725490196,278.7450980392157,294.0980392156863,349.9318158400615,359.5882472126105,370.0030196078432,382.84313725490193,400.9803921568628,427.88235294117646
38,191.5686274509804,260.80392156862746,278.8235294117647,294.1372549019608,350.1082852748943,359.70589311803155,370.0749215686275,382.921568627451,400.9803921568628,427.9019607843137
39,191.6078431372549,260.9803921568628,278.9019607843137,294.1372549019608,350.26514917339483,359.8235413302576,370.1671764705882,383.0,401.0196078431373,427.921568627451
40,191.64705882352945,261.15686274509807,278.9803921568628,294.1372549019608,350.40240561322565,359.9414448289119,370.221,383.05882352941177,401.05882352941177,427.9411764705882
41,191.68627450980392,261.29411764705884,279.03921568627453,294.15686274509807,350.5592691272588,360.05964167627843,370.25598039215686,383.0980392156863,401.0196078431373,427.9803921568628
42,191.72549019607845,261.3333333333333,279.0980392156863,294.15686274509807,350.7161184159939,360.17774586697425,370.2728823529411,383.11764705882354,401.00784313725495,428.0196078431373
43,191.7843137254902,261.29411764705884,279.15686274509807,294.19607843137254,350.87299615532487,360.2954079200308,370.2717254901961,383.11764705882354,401.043137254902,428.078431372549
44,191.8235294117647,261.2352941176471,279.2156862745098,294.2352941176471,351.0298631295655,360.4130592079969,370.2524901960784,383.11764705882354,401.0568627450981,428.1372549019608
45,191.843137254902,261.15686274509807,279.2549019607843,294.27450980392155,351.2063271818532,360.5086212995002,370.2351960784314,383.11764705882354,401.0490196078432,428.1960784313725
46,191.8235294117647,261.11764705882354,279.2156862745098,294.3333333333333,351.34358861976165,360.6021376393695,370.25903921568624,383.1372549019608,401.0490196078432,428.2352941176471
47,191.80392156862743,261.0823529411765,279.1764705882353,294.37254901960785,351.44162629757784,360.6735870818916,370.3051764705882,383.1960784313725,401.07647058823534,428.2745098039216
