x,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
0,193.7058823529412,254.0196078431373,277.54901960784315,292.7843137254902,347.5419300269127,356.9806163014226,367.11547058823527,379.4705882352941,405.7300784313725,440.8627450980392
1,193.76470588235293,254.07843137254903,277.6078431372549,292.921568627451,347.5282018454441,357.01982929642446,367.06933333333336,379.4509803921569,405.6868627450981,440.88235294117646
2,193.8235294117647,254.1372549019608,277.6470588235294,293.05882352941177,347.4754063821607,357.0590338331411,367.0205098039215,379.4313725490196,405.6554117647059,440.9019607843137
3,193.8823529411765,254.1960784313725,277.6862745098039,293.19607843137254,347.4226101499424,357.09823760092274,366.9690000000001,379.4117647058824,405.6357254901961,440.921568627451
4,193.94117647058823,254.2549019607843,277.7058823529412,293.3333333333333,347.36981968473657,357.13744713571697,366.9340196078431,379.4117647058824,405.62780392156856,440.9411764705882
5,194.0,254.2941176470588,277.72549019607845,293.4901960784314,347.3366382160707,357.17665782391384,366.97439215686273,379.4705882352941,405.6198823529412,440.9411764705882
6,194.05882352941177,254.2941176470588,277.7450980392157,293.6274509803921,347.3034459823145,357.2158577470204,367.03168627450987,379.5490196078432,405.6119607843137,440.7450980392157
7,194.11764705882356,254.2941176470588,277.7843137254902,293.7450980392157,347.2702595155709,357.25506343713954,367.1262745098039,379.6470588235294,405.6040392156862,440.5490196078432
8,194.1764705882353,254.2745098039216,277.8235294117647,293.88235294117646,347.2370738177624,357.2942698961938,367.2193333333333,379.7450980392157,405.5961176470588,440.3333333333333
9,194.2549019607843,254.2745098039216,277.88235294117646,294.01960784313724,347.2038900422914,357.3334782775855,367.2912352941177,379.8235294117647,405.5906470588236,440.11764705882354
10,194.33333333333331,254.2745098039216,277.94117647058823,294.1372549019608,347.17069665513264,357.3922848904268,367.3812156862745,379.9019607843137,405.58762745098034,439.88235294117646
11,194.41176470588235,254.2745098039216,278.0,294.2549019607843,347.1696881968474,357.45109996155327,367.4496666666667,379.9607843137255,405.5870588235294,439.6470588235294
12,194.49019607843135,254.2549019607843,278.05882352941177,294.37254901960785,347.2012345251826,357.52952864282963,367.4965490196079,380.0,405.5889411764706,439.4117647058824
13,194.5686274509804,254.23529411764707,278.11764705882354,294.4901960784314,347.2660941945405,357.6275647827759,367.52145098039216,380.0196078431373,405.5932745098039,439.1764705882353
14,194.62745098039213,254.23529411764707,278.1764705882353,294.6274509803921,347.3701637831604,357.7255951557093,367.5439411764706,380.0392156862745,405.6000588235294,438.9607843137255
15,194.68627450980392,254.2549019607843,278.2352941176471,294.7647058823529,347.4938339100346,357.8432260668974,367.5639803921569,380.05882352941177,405.609294117647,438.7450980392157
16,194.7450980392157,254.31372549019608,278.29411764705884,294.88235294117646,347.6175194156094,357.96087235678584,367.5615490196078,380.05882352941177,405.6209803921568,438.52941176470586
17,194.80392156862743,254.37254901960785,278.3333333333333,294.9803921568628,347.74119607843136,358.0785098039216,367.5562156862745,380.05882352941177,405.65227450980393,438.3333333333333
18,194.86274509803923,254.4705882352941,278.37254901960785,295.078431372549,347.8452595155709,358.1961418685121,367.5871568627451,380.078431372549,405.6835686274509,438.1372549019608
19,194.92156862745097,254.57647058823528,278.4313725490196,295.1764705882353,347.92972049211846,358.3137793156478,367.6347254901961,380.11764705882354,405.714862745098,437.9411764705882
20,194.98039215686276,254.6901960784314,278.4901960784314,295.29411764705884,348.03379354094574,358.4314209919262,367.6989019607842,380.1764705882353,405.746156862745,437.7450980392157
21,195.0392156862745,254.81176470588235,278.5686274509804,295.4313725490196,348.137860438293,358.5490565167243,367.818862745098,380.2745098039216,405.79705882352937,437.5490196078432
22,195.09803921568627,254.94117647058823,278.6526666666667,295.54901960784315,348.2615297962322,358.6862945021146,367.93574509803926,380.3725490196079,405.8479607843137,437.3725490196079
23,195.15686274509804,255.07843137254903,278.7422941176471,295.6666666666667,348.3851980007689,358.8235313341023,368.0695490196078,380.4901960784314,405.87925490196073,437.1960784313725
